path,category,contrast,homogeneity,energy,correlation,entropy,height_mean,height_std,hist_entropy,gradient_mean
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__light_shiny_wood_tiles_2_height.png,Flooring,4.268636,0.748734,0.212191,0.744927,0.919780,0.598744,0.045603,2.246641,0.009049
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__light_shiny_wood_tiles_3_height.png,Flooring,5.539400,0.675887,0.184384,0.717308,1.240654,0.597006,0.049351,2.779208,0.011675
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__light_shiny_wood_tiles_4_height.png,Flooring,5.047306,0.719627,0.190390,0.765253,1.229713,0.596552,0.051805,2.673795,0.010164
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__light_shiny_wood_tiles_5_height.png,Flooring,5.339112,0.746778,0.211243,0.706634,1.067408,0.588453,0.047408,2.461292,0.009937
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__light_shiny_wood_tiles_6_height.png,Flooring,5.593551,0.739194,0.205716,0.710056,1.109908,0.587452,0.048798,2.461292,0.010225
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__light_wood_tiles_1_height.png,Flooring,1.460964,0.788202,0.263016,0.823464,0.369443,0.540366,0.031441,1.368393,0.005941
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__light_wood_tiles_2_height.png,Flooring,4.810591,0.654531,0.175094,0.734094,1.114617,0.599570,0.047472,2.642545,0.011475
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__light_wood_tiles_3_height.png,Flooring,4.271166,0.693522,0.186396,0.748473,1.229646,0.600944,0.046061,3.091917,0.010111
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__light_wood_tiles_4_height.png,Flooring,5.246610,0.652881,0.160024,0.765728,1.149050,0.595715,0.052899,2.642545,0.011591
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__light_wood_tiles_5_height.png,Flooring,1.029425,0.803204,0.351042,0.663900,0.192927,0.526638,0.018901,1.031644,0.004850
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__light_wood_tiles_6_height.png,Flooring,4.306271,0.646248,0.178869,0.686408,0.685453,0.567737,0.040939,1.920849,0.011228
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__mahogany_basket_floor_34_99_height.jpg,Flooring,0.920686,0.725731,0.354696,0.461966,0.137105,0.506266,0.013838,0.691205,0.006010
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__mahogany_beveled_floor_34_92_height.jpg,Flooring,4.564384,0.795021,0.636374,0.291014,0.334536,0.490633,0.027886,1.590737,0.011414
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__mahogany_beveled_floor_34_93_height.jpg,Flooring,4.581888,0.793494,0.630719,0.288592,0.333452,0.491129,0.027894,1.590737,0.011387
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__mahogany_chevron_floor_34_68_height.jpg,Flooring,0.431846,0.854750,0.483904,0.612513,0.082761,0.507073,0.011039,0.691205,0.003733
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__mahogany_chevron_floor_34_69_height.jpg,Flooring,0.440385,0.855178,0.476317,0.627849,0.076126,0.507305,0.011353,0.691205,0.003694
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__mahogany_herringbone_floor_34_45_height.jpg,Flooring,0.557084,0.799813,0.444330,0.500873,0.085014,0.507616,0.010813,0.691205,0.004778
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__mahogany_herringbone_floor_34_46_height.jpg,Flooring,0.525569,0.806451,0.449589,0.521492,0.074977,0.507665,0.010766,0.691205,0.004650
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__mahogany_herringbone_floor_34_47_height.jpg,Flooring,0.533039,0.805141,0.450082,0.514264,0.074021,0.508234,0.010732,0.691205,0.004657
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__mahogany_regular_floor_34_20_height.jpg,Flooring,0.471086,0.820307,0.542732,0.332417,0.084703,0.493088,0.008074,0.576938,0.003783
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__mahogany_regular_floor_34_21_height.jpg,Flooring,0.463854,0.822095,0.544094,0.336327,0.089405,0.493033,0.007969,0.691205,0.003756
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__mahogany_regular_floor_34_22_height.jpg,Flooring,0.443410,0.827638,0.554359,0.341602,0.083145,0.493176,0.007896,0.691205,0.003665
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__mahogany_small_regular_floor_34_80_height.jpg,Flooring,1.136387,0.670369,0.406829,0.104646,0.095460,0.488010,0.011655,0.691205,0.007783
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__maple_beveled_floor_34_90_height.jpg,Flooring,4.569965,0.793732,0.629380,0.291306,0.334836,0.490985,0.027924,1.559487,0.011432
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__maple_beveled_floor_34_91_height.jpg,Flooring,4.568314,0.793572,0.632798,0.291345,0.333846,0.490621,0.027893,1.590737,0.011453
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__maple_chevron_floor_34_67_height.jpg,Flooring,0.410283,0.860979,0.490972,0.626070,0.074841,0.507454,0.010885,0.691205,0.003567
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__maple_harringbone_floor_34_43_height.jpg,Flooring,0.552297,0.798903,0.444499,0.501624,0.076318,0.507705,0.010834,0.691205,0.004806
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__maple_herringbone_floor_34_44_height.jpg,Flooring,0.544715,0.802103,0.450714,0.496482,0.074759,0.508754,0.010669,0.691205,0.004740
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__maple_regular_floor_34_18_height.jpg,Flooring,0.453130,0.825276,0.556780,0.335364,0.087054,0.493581,0.008041,0.691205,0.003744
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__maple_regular_floor_34_19_height.jpg,Flooring,0.461616,0.822051,0.539999,0.343629,0.085354,0.492935,0.008063,0.691205,0.003824
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__maple_small_regular_floor_34_79_height.jpg,Flooring,1.142843,0.669244,0.406207,0.103274,0.092699,0.488139,0.011707,0.691205,0.007840
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__oak_beveled_floor_34_82_height.jpg,Flooring,5.016062,0.762404,0.591216,0.285154,0.386735,0.503414,0.029381,1.701238,0.012850
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__oak_chevron_floor_34_51_height.jpg,Flooring,0.478503,0.830740,0.456177,0.587170,0.094103,0.490355,0.011236,0.691205,0.004355
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__oak_chevron_floor_34_52_height.jpg,Flooring,0.580762,0.800572,0.419942,0.541100,0.102907,0.529412,0.011570,0.805082,0.005111
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__oak_small_regular_floor_34_71_height.jpg,Flooring,1.108746,0.663330,0.381222,0.098446,0.093846,0.471066,0.011298,0.805082,0.007783
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__oak_wood_herringbone_floor_34_26_height.jpg,Flooring,0.633662,0.769164,0.416824,0.461373,0.100449,0.529777,0.011184,0.805082,0.005764
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__oak_wood_regular_floor_34_01_height.jpg,Flooring,0.993414,0.745465,0.449289,0.240074,0.124714,0.474471,0.011577,0.918564,0.006016
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__oak_wood_regular_floor_34_02_height.jpg,Flooring,1.293903,0.721678,0.446654,0.225563,0.164124,0.515654,0.013593,0.918564,0.007359
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_10_height.png,Flooring,5.352512,0.634993,0.168341,0.683203,1.042435,0.598066,0.045801,2.567818,0.012653
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_11_height.png,Flooring,4.675098,0.671413,0.176246,0.727567,1.020379,0.598435,0.046155,2.461292,0.011222
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_12_height.png,Flooring,8.616947,0.648491,0.168188,0.614706,1.047197,0.587171,0.052470,2.354228,0.014941
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_13_height.png,Flooring,8.558469,0.669385,0.177960,0.613266,1.021974,0.587140,0.052125,2.354228,0.014352
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_14_height.png,Flooring,1.029254,0.777327,0.350085,0.605179,0.196723,0.527055,0.017360,0.918564,0.005584
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_15_height.png,Flooring,1.083841,0.759417,0.337359,0.581444,0.181646,0.526409,0.017224,1.031644,0.005884
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_16_height.png,Flooring,2.751964,0.703849,0.206139,0.806209,0.693896,0.526492,0.041614,1.920849,0.008162
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_17_height.png,Flooring,2.584231,0.721601,0.200118,0.824388,0.672591,0.529441,0.042428,1.920849,0.007718
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_18_height.png,Flooring,1.297527,0.757941,0.298853,0.694224,0.330781,0.524594,0.022389,1.337143,0.006211
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_19_height.png,Flooring,1.286615,0.753394,0.295298,0.665052,0.271960,0.523515,0.021283,1.256566,0.006325
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_1_height.png,Flooring,1.101699,0.715380,0.295543,0.669769,0.425018,0.341561,0.021348,1.780028,0.007208
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_20_height.png,Flooring,1.657430,0.729034,0.248906,0.730285,0.429299,0.522446,0.027153,1.559487,0.007015
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_21_height.png,Flooring,1.706604,0.713335,0.245317,0.733911,0.448656,0.524399,0.027726,1.590737,0.007243
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_22_height.png,Flooring,1.235418,0.732201,0.306417,0.591494,0.217825,0.525311,0.018797,1.031644,0.006689
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_23_height.png,Flooring,1.749373,0.654153,0.256263,0.551438,0.336778,0.523758,0.021443,1.368393,0.008889
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_24_height.png,Flooring,1.155516,0.734124,0.313541,0.585818,0.233288,0.522391,0.018035,1.144314,0.006588
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_25_height.png,Flooring,1.127442,0.746991,0.319464,0.603414,0.210697,0.524035,0.018195,1.144314,0.006306
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_26_height.png,Flooring,1.779958,0.691148,0.230909,0.704470,0.373167,0.520906,0.026823,1.479786,0.007718
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_27_height.png,Flooring,4.515740,0.663914,0.191940,0.670373,0.705141,0.565296,0.040816,2.029940,0.011298
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_28_height.png,Flooring,5.049912,0.684389,0.188669,0.672717,0.810741,0.566355,0.043304,2.138541,0.011197
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_29_height.png,Flooring,2.332274,0.764325,0.239908,0.766061,0.569374,0.566299,0.034782,1.811278,0.006946
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_2_height.png,Flooring,4.156796,0.565448,0.145205,0.785320,1.108184,0.375759,0.049755,2.779208,0.012898
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_3_height.png,Flooring,1.156933,0.710372,0.277932,0.667615,0.402838,0.314931,0.020919,1.701238,0.007206
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_4_height.png,Flooring,1.157669,0.710199,0.277843,0.667500,0.403015,0.314929,0.020919,1.701238,0.007205
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_5_height.png,Flooring,2.646624,0.609738,0.183487,0.695000,0.525269,0.536880,0.032408,1.590737,0.010814
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_6_height.png,Flooring,2.593829,0.600754,0.189840,0.659792,0.542960,0.535620,0.030332,1.701238,0.010935
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_7_height.png,Flooring,6.493579,0.534404,0.127591,0.725847,1.419813,0.581681,0.054198,2.884043,0.015903
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_8_height.png,Flooring,4.977234,0.603849,0.153982,0.715209,1.059339,0.598406,0.046669,2.536568,0.013004
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__old_wood_tiles_9_height.png,Flooring,5.767511,0.577317,0.148243,0.674016,1.124405,0.597105,0.046882,2.567818,0.014256
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__painted_old_wood_tiles_1_height.png,Flooring,7.828889,0.514022,0.126519,0.650903,1.618919,0.612424,0.053162,3.194923,0.018513
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__painted_old_wood_tiles_2_height.png,Flooring,1.045757,0.772641,0.350384,0.592044,0.188610,0.526367,0.017191,1.031644,0.005590
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__painted_old_wood_tiles_3_height.png,Flooring,0.979297,0.795915,0.370327,0.605700,0.184469,0.526459,0.016941,0.918564,0.005214
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__painted_wood_tiles_1_height.png,Flooring,8.457420,0.635928,0.173465,0.604344,1.018479,0.588017,0.051332,2.461292,0.015099
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__painted_wood_tiles_2_height.png,Flooring,8.610891,0.685616,0.186043,0.618279,1.036026,0.589175,0.052720,2.461292,0.014065
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__painted_wood_tiles_3_height.png,Flooring,1.368376,0.741362,0.304602,0.611729,0.417527,0.527537,0.020391,1.811278,0.006769
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__painted_wood_tiles_4_height.png,Flooring,1.266917,0.741642,0.323764,0.566953,0.405987,0.524974,0.018472,1.846554,0.006808
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__painted_wood_tiles_5_height.png,Flooring,2.539898,0.732974,0.219779,0.769177,0.595870,0.565672,0.036549,1.920849,0.007769
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__painted_wood_tiles_6_height.png,Flooring,2.634914,0.730486,0.216717,0.766111,0.585750,0.565256,0.036926,1.811278,0.007924
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__painted_wood_tiles_7_height.png,Flooring,3.753745,0.702179,0.212901,0.691505,0.643999,0.565046,0.038429,2.138541,0.009545
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__painted_wood_tiles_8_height.png,Flooring,3.524297,0.716188,0.222492,0.681614,0.564839,0.568711,0.036645,1.701238,0.009216
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__painted_wood_tiles_9_height.png,Flooring,3.331743,0.806693,0.260269,0.709262,0.665726,0.565398,0.037371,1.920849,0.007554
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__pecan_basket_floor_34_97_height.jpg,Flooring,0.917066,0.727075,0.352445,0.472385,0.138472,0.506178,0.013967,0.691205,0.005976
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__pecan_beveled_floor_34_86_height.jpg,Flooring,4.567445,0.792909,0.636130,0.288848,0.334480,0.490765,0.027879,1.590737,0.011467
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__pecan_chevron_floor_34_57_height.jpg,Flooring,0.437378,0.851290,0.476552,0.623080,0.074608,0.508206,0.011248,0.691205,0.003819
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__pecan_chevron_floor_34_58_height.jpg,Flooring,0.425133,0.857805,0.479456,0.636480,0.075114,0.507107,0.011296,0.691205,0.003679
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__pecan_herringbone_floor_34_31_height.jpg,Flooring,0.558268,0.797566,0.445668,0.488712,0.075523,0.507780,0.010725,0.691205,0.004842
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__pecan_herringbone_floor_34_32_height.jpg,Flooring,0.540108,0.802050,0.448980,0.502831,0.075853,0.507844,0.010735,0.691205,0.004769
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__pecan_regular_floor_34_08_height.jpg,Flooring,0.446234,0.827427,0.556462,0.342023,0.088678,0.493234,0.007914,0.691205,0.003734
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__pecan_regular_floor_34_09_height.jpg,Flooring,0.455469,0.824349,0.557199,0.328266,0.084673,0.493592,0.008007,0.576938,0.003840
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__pecan_small_regular_floor_34_74_height.jpg,Flooring,1.137463,0.669723,0.407448,0.102856,0.094666,0.488229,0.011642,0.691205,0.007803
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__pine_beveled_floor_34_85_height.jpg,Flooring,4.601901,0.776328,0.612398,0.282935,0.336371,0.491265,0.027961,1.590737,0.012005
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__pine_chevron_floor_34_56_height.jpg,Flooring,0.492603,0.830519,0.447744,0.599483,0.098449,0.509590,0.011462,0.691205,0.004328
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__plywood_regular_floor_34_25_height.jpg,Flooring,0.458535,0.822620,0.551831,0.328304,0.087257,0.493356,0.007959,0.576938,0.003837
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__poplar_beveled_floor_34_87_height.jpg,Flooring,4.580380,0.788916,0.623875,0.287585,0.330408,0.491360,0.027945,1.590737,0.011507
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__poplar_chevron_floor_34_61_height.jpg,Flooring,0.440862,0.851183,0.475694,0.622052,0.082447,0.508616,0.011260,0.691205,0.003848
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__poplar_chevron_floor_34_62_height.jpg,Flooring,0.442807,0.853012,0.473989,0.628508,0.099834,0.507353,0.011438,0.691205,0.003790
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__poplar_herringbone_floor_34_36_height.jpg,Flooring,0.559507,0.798750,0.445713,0.492598,0.075579,0.507902,0.010799,0.691205,0.004819
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__poplar_regular_floor_34_14_height.jpg,Flooring,0.444135,0.828980,0.556103,0.347957,0.088232,0.493229,0.007930,0.576938,0.003682
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__poplar_small_regular_floor_34_76_height.jpg,Flooring,1.156872,0.668883,0.410370,0.100451,0.095486,0.488538,0.011738,0.691205,0.007844
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__red_oak_chevron_floor_34_54_height.jpg,Flooring,0.547683,0.810896,0.429436,0.568674,0.100386,0.524727,0.011696,0.691205,0.004908
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__red_oak_herringbone_floor_34_29_height.jpg,Flooring,0.607213,0.778538,0.426974,0.456844,0.095815,0.518992,0.010899,0.691205,0.005452
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__red_oak_regular_floor_34_04_height.jpg,Flooring,1.083165,0.727488,0.421675,0.227978,0.160342,0.503293,0.012233,1.031644,0.006636
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__red_oak_small_regular_floor_34_73_height.jpg,Flooring,1.337472,0.637867,0.354971,0.098827,0.108475,0.500531,0.012666,0.805082,0.008775
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__shiny_wood_tiles_1_height.png,Flooring,1.598129,0.731989,0.235477,0.789649,0.405758,0.499993,0.030243,1.368393,0.006483
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__shiny_wood_tiles_2_height.png,Flooring,0.360095,0.871281,0.467226,0.710040,0.093548,0.262308,0.011515,0.576938,0.002983
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__shiny_wood_tiles_3_height.png,Flooring,4.346629,0.806335,0.231827,0.751679,0.928793,0.598261,0.046601,2.246641,0.007931
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__shiny_wood_tiles_4_height.png,Flooring,4.609257,0.696095,0.192826,0.735221,0.867207,0.597635,0.046456,2.354228,0.010527
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__shiny_wood_tiles_5_height.png,Flooring,5.582214,0.726525,0.196065,0.711694,1.002708,0.590913,0.048851,2.354228,0.010534
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__shiny_wood_tiles_6_height.png,Flooring,1.224481,0.803597,0.301198,0.761281,0.274741,0.525683,0.024749,1.256566,0.005019
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__shiny_wood_tiles_7_height.png,Flooring,1.367913,0.773868,0.291194,0.717981,0.269791,0.526935,0.024030,1.256566,0.005651
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__sonoma_oak_basket_floor_34_96_height.jpg,Flooring,0.992033,0.706995,0.335862,0.450129,0.147938,0.514221,0.014258,0.805082,0.006520
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__sonoma_oak_beveled_floor_34_83_height.jpg,Flooring,4.764697,0.756824,0.482758,0.294048,0.345313,0.495461,0.028462,1.590737,0.012224
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__sonoma_oak_chevron_floor_34_53_height.jpg,Flooring,0.527975,0.818233,0.437837,0.565917,0.099972,0.515252,0.011364,0.691205,0.004610
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__sonoma_oak_herringbone_floor_34_27_height.jpg,Flooring,0.598113,0.782776,0.427912,0.477131,0.098809,0.519032,0.011072,0.805082,0.005307
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__sonoma_oak_herringbone_floor_34_28_height.jpg,Flooring,0.595611,0.783153,0.428623,0.474975,0.098916,0.515601,0.010977,0.805082,0.005298
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__sonoma_oak_regular_floor_34_03_height.jpg,Flooring,1.146504,0.741771,0.468358,0.234812,0.146538,0.500617,0.012766,0.805082,0.006601
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__teak_basket_floor_34_98_height.jpg,Flooring,0.927500,0.726331,0.352431,0.467402,0.135617,0.506028,0.013975,0.805082,0.005993
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__teak_beveled_floor_34_88_height.jpg,Flooring,4.598437,0.790257,0.627459,0.287594,0.333318,0.491069,0.027925,1.590737,0.011488
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__teak_chevron_floor_34_63_height.jpg,Flooring,0.421233,0.857656,0.487450,0.619363,0.075114,0.507213,0.010976,0.691205,0.003639
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__teak_chevron_floor_34_64_height.jpg,Flooring,0.425666,0.855457,0.485249,0.615724,0.075114,0.507028,0.011007,0.691205,0.003723
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__teak_herringbone_floor_34_38_height.jpg,Flooring,0.543619,0.803532,0.447048,0.510455,0.075539,0.507880,0.010808,0.691205,0.004694
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__teak_herringbone_floor_34_40_height.jpg,Flooring,0.543064,0.803785,0.445790,0.515111,0.085725,0.507521,0.010898,0.691205,0.004712
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__teak_small_regular_floor_34_77_height.jpg,Flooring,1.137301,0.669974,0.408373,0.101857,0.094119,0.488115,0.011599,0.691205,0.007760
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__teak_wood_regular_floor_34_15_height.jpg,Flooring,0.457435,0.822662,0.555618,0.324246,0.086846,0.493589,0.007999,0.691205,0.003834
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__varnished_pine_herringbone_floor_34_30_height.jpg,Flooring,0.605143,0.779754,0.429555,0.462873,0.096907,0.509987,0.010936,0.691205,0.005383
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__varnished_pine_regular_floor_34_07_height.jpg,Flooring,0.523159,0.801922,0.561395,0.251294,0.099255,0.495988,0.008465,0.805082,0.004678
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__walnut beveled_floor_34_89_height.jpg,Flooring,4.575884,0.794711,0.638436,0.289776,0.330998,0.490755,0.027882,1.590737,0.011427
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__walnut_chevron_floor34_65_height.jpg,Flooring,0.435303,0.855057,0.481669,0.625885,0.088392,0.508880,0.011200,0.691205,0.003778
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__walnut_chevron_floor_34_66_height.jpg,Flooring,0.418275,0.860363,0.486991,0.629973,0.076126,0.506780,0.011109,0.691205,0.003657
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__walnut_herrinbone_floor_34_39_height.jpg,Flooring,0.541046,0.804258,0.448279,0.510831,0.075306,0.507664,0.010802,0.691205,0.004666
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__walnut_herringbone_floor_34_41_height.jpg,Flooring,0.540861,0.801829,0.450345,0.502267,0.090127,0.507812,0.010711,0.691205,0.004722
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__walnut_herringbone_floor_34_42_height.jpg,Flooring,0.545439,0.800951,0.445450,0.513290,0.085506,0.508318,0.010805,0.691205,0.004735
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__walnut_regular_floor_34_16_height.jpg,Flooring,0.436915,0.830131,0.556250,0.350711,0.086109,0.493297,0.007889,0.576938,0.003654
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__walnut_regular_floor_34_17_height.jpg,Flooring,0.450761,0.825427,0.545123,0.346560,0.085750,0.493051,0.007918,0.576938,0.003700
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__walnut_small_regular_floor_34_78_height.jpg,Flooring,1.139889,0.668985,0.404436,0.103731,0.094817,0.487845,0.011606,0.691205,0.007778
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__washed_oak_small_regular_floor_34_72_height.jpg,Flooring,1.431430,0.631519,0.362775,0.096545,0.122705,0.511674,0.013176,0.805082,0.009206
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__wood_tiles_10_height.png,Flooring,4.098593,0.627205,0.172767,0.709057,0.744965,0.565891,0.041400,2.138541,0.011317
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__wood_tiles_11_height.png,Flooring,4.307951,0.638938,0.176816,0.686440,0.712009,0.564017,0.040875,1.920849,0.011417
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__wood_tiles_12_height.png,Flooring,3.321824,0.756747,0.240520,0.694527,0.686647,0.564145,0.036337,1.920849,0.008180
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__wood_tiles_13_height.png,Flooring,3.619538,0.695106,0.209900,0.678754,0.590205,0.565912,0.036968,1.701238,0.009720
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__wood_tiles_14_height.png,Flooring,3.433273,0.749428,0.234072,0.706594,0.662267,0.562757,0.037631,1.920849,0.008379
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__wood_tiles_1_height.png,Flooring,5.734733,0.673585,0.173918,0.704802,1.125593,0.587240,0.048997,2.567818,0.011911
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__wood_tiles_2_height.png,Flooring,5.806364,0.664834,0.168964,0.705709,1.037716,0.589243,0.049334,2.461292,0.012254
